Origin_index,Molecule,Score,Time
822,O1C(=O)NC(C(O)=O)(C(c2cccc(O)c2)Cc2ccccc2)CC1,-6.9,168.12621235847473
987,c1ccc2c(c1)S(NC(c1cccc(F)c1)=CC(O)=O)OS2(=O)=O,-6.9,187.2633938789368
983,c1ccccc1C(=C)Nc1ccc(S(c2ncc(C(F)(F)F)s2)=O)cc1,-6.9,161.12407398223877
143,O=C(CC(O)(c1ccccc1)c1ccccc1)NC(=O)N1CCNCC1,-6.9,160.04393649101257
293,c1(Cl)c(Cn2cc(CCC3CCS(=O)(=O)NC3)ccc2=O)cc1Br,-6.9,166.03362727165222
652,O1CC2CCCC(c3c(N(S(C)(=O)=O))CCCCC3)C2S1(=O)=O,-6.9,169.37484645843506
96,c1(Oc2ccc(Cl)c(Cl)c2)c(-c3c(=O)[nH]ccc3)cc1,-6.9,116.54745268821716
280,c1ccccc1C(c1ccc3c(c1)cc(C(=O)O)cc3)Nc1ccccc1,-6.9,151.48397517204285
45,Fc1cccc2c(-c3ccc(F)cc3)ccc(C(O)=O)c12,-6.9,111.49657559394836
52,O1CCN1c1cccc(CNC(=O)Oc2c(F)ccc(C)c2)c1,-6.9,146.24605584144592
248,C1CN(SC2=CS(=O)(=O)c3cc(C4CC4)ccc3N2)CC(=O)C1,-6.9,152.08356595039368
961,c1c2sc(-c3c(F)c(C(=O)O)cc(C(F)(F)F)c3)cc2ccc1,-6.9,151.5449788570404
962,B(C)c1ccc(F)c(COC(C)(C)C)c1Cl,-6.9,0.0983331203460693
545,c1cc(N(C)C)cc(S(=O)(=O)Nc2c(C(NC)=O)ccc(C(F)(F)F)c2CCO)c1,-6.9,171.96066188812256
1,c1(C)c2c(C(NC(OC)=O)C(O)=O)c(cccc2)c(NC(=O)N)c1,-6.9,158.5301477909088
95,C(c1ccc(Cl)cc1)c1nn(Cc2ccnc(O)c2)c(C(O)CC(=O)O)c1,-6.9,205.2378797531128
175,O=C(NC(Cc1ccc(-c2cccc(O)c2)cc1C(C)C)O)c1ccccc1C,-6.9,176.44484758377075
725,c1cc2c(cc1)NC(=O)OC(Cc1ccc(NC)c(N)c1)NC2=O,-6.9,179.8022186756134
1068,C1(c2ccc(Cl)cc2)C(=O)OC2(CN(c3ccccc3)CC2)c1,-6.9,175.79316782951355
733,C12C(C(Nc3cccc(C(O)=O)c3)N(CC(C)C)CC2CCO)NC1=O,-6.9,179.61013221740723
595,c1c2oc(-c3ccccc3)cc2c(OCC(=O)N)c(CC(=O)O)c1,-6.9,132.35598182678223
34,CS(=O)(=O)NC(Cc1ccccc1)c1cc(Oc2ccccc2)s(F)cc1,-6.9,159.78838109970093
1016,c1ccc(-n2c3cc(Cl)c(C(=O)NC(C)(C)C)cc3cc2C(=O)OC)c(F)c1,-6.9,154.88388991355896
638,C1CCCC(Oc2nc3ncc(C4CC4)nc3s2)C1NS(C)(=O)=O,-6.9,125.9233102798462
351,Fc1ccc2c(Oc3ccc(Cl)c(C(=O)O)c3)c(Cl)ccc2c1Cl,-6.9,140.36210465431213
669,c1cc2c(cc1C(=O)N(Cc1ccc[nH]1)c1ccc(C)cc1)CCC2=O,-6.9,128.5413944721222
1052,c1(F)cc(Cn2c3cc(F)c(F)cc3c(=O)n(CC)c2=O)ccccc1,-6.9,134.4486482143402
749,c1cccc(-c2cc(NC(=O)C3CCCC3)ccc2)c1Cl,-6.9,132.5784556865692
745,c1cc2c(c(CC(F)(F)F)c1)NC(=O)OC2c1cc(NC)ccc1,-6.9,241.1871955394745
643,c1cc(-c2c(C(O)=O)c3c(n2C)cc(C(=O)NC2CCC2)cc3)ccc1,-6.9,166.00571656227112
7,C1CCCC(S(=O)(=O)NC2c3c(cccc3)OC(CC)(C(=O)N)C2)C1,-6.9,149.9427011013031
894,OC(Cc1cc(-c2ccc[nH]2)ccc1)Cc1c(O)c(Cc2ccccc2)on1,-6.9,183.68310356140137
217,c1ccc(-c2cc3c(cc2C(F)(F)F)c(C(=O)O)cc3=O)cc1Br,-6.9,151.68842840194702
752,FC(F)(F)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ncc1C(=O)O,-6.9,167.35147547721863
136,O=C(c1c(-c2ccccc2)oc2c(C(F)(F)F)cccc12)O,-6.9,126.01664090156557
24,C1(F)S(=O)(=O)Oc2c3ccccc3c(cc2)ccc1=O,-6.8,98.47525382041933
862,C1(C)n2c(C3CCCCC3)cc(-c3ccccc3F)c(c1=O)NC2=O,-6.8,151.0855588912964
288,c1c(C)c(C(F)(F)F)cc(NS(=O)(=O)c2ccc(C(F)(F)F)s2)c1,-6.8,124.17281460762024
287,c1(C(c2nc3c(s2)CS(=O)(=O)CN3)O)cccc(NC(=O)CO)c1,-6.8,158.92097210884094
286,c1cc2c(cc1NC(NC(=O)OC)OCC2)NC(c1ccccc1Cl)=O,-6.8,166.87988257408142
399,FC(F)(F)c1ccc(CNc2ccc3nc(C(F)(F)F)ccc3c2)s1,-6.8,203.65264320373532
339,c1ccc(Oc2c(C(CC)(C)C)c3ccc(C(=O)O)cc3[nH]c2=O)cc1Br,-6.8,151.35948634147644
598,CN1C2(CCN(c3c(C4CC4)cc(C3)Br)C2=O)CCC1=C,-6.8,121.05114006996156
37,c1cc2c(cc1Cc1c(C(=O)O)c(C(O)=O)ncc1)ccc(Cl)c2Cl,-6.8,163.23465132713318
883,OC(=O)N(CN(CC(NC(C)(C)C)C=O)C(NC(c1ccccc1)=O)=O)O,-6.8,232.82348132133484
953,Fc1ccc(-c2c(CC(Cc3ccccc3)c3ccccc3)[nH]cc2C(=O)O)s1,-6.8,170.66949248313904
952,N1(CCCC(=O)NCc2ccccc2)N(Cc2ccccc2)C(O)C1,-6.8,161.75821208953855
396,c1cc(Oc2c(C(=O)O)oc3sc(C4CC4)cc23)ccc1C(O)=O,-6.8,158.277765750885
342,CNC(=O)c1ccccc1NC(c1cc(C(F)(F)F)ccc1Br)=O,-6.8,152.3209388256073
361,C1C2CCC(c3c(N4CCC5(CC4)CCNC5=O)CC3)CC2CC1Cl,-6.8,131.89322686195374
908,O=C(O)C(Cc1ccccc1)N(c1ccccc1)(=O)NC(C)C(=O)O,-6.8,167.79943466186523
325,c1cccc(CC(NC(=O)N2C[C@]([nH]2)C(CCC(=O)OC)=O)c1Br)Cl,-6.8,133.52108645439148
677,O=C(OCC(=O)N(C)C(=O)C(O)c1sccc1)C1CCC2CCCC2C1,-6.8,146.0618953704834
924,c1(N2CCC3(C(=O)NCC3)CC2)c2cc(Cl)c(Cl)cc2c1Cl,-6.8,138.0211946964264
384,N(C(=O)c1cc(-c2c(=O)[nH]c(NC3CCC(C)CC3)cc2)sc1S(=O)CC)C,-6.8,152.3738992214203
138,c1ccc2c(C(O)=O)cc(-c3ccc(C(=O)NCCO)s3)nc2c1,-6.8,199.949990272522
299,c1cc(NS(=O)(=O)c2ccc(CC)s2)cc2c1S(=O)(=O)OC2=O,-6.8,119.94265866279602
593,c1cc(Oc2ccc(CC(C(=O)O)NS(=O)(=O)C)cc2)ccc1Cl,-6.8,146.91862535476685
364,Cc1ccc(cc1)S(=O)(=O)C(=O)Nc1c(F)c(F)ccc1C(=O)O,-6.8,145.2580533027649
849,CNC(=O)c1cc(ccc1NS(C)(=O)=O)c1ccccc1,-6.8,116.3306052684784
76,O1[C@H](Cc2ccc(F)cc2)C(C(NC(Cc2ccccc2)=O)=O)N1,-6.8,165.75433444976807
681,C(=O)C1(C)C(F)(F)c2ccc(C3=Nc4c(N)cccc4SC3)cc2S1,-6.8,164.76189374923706
159,c1ccc2c(c1)S(=O)(=O)C(C(C(N)=O)C(O)CC2)c1ccc(F)cc1,-6.8,167.91765451431274
963,C1CCCCC(CC(N2CCC3(CC2)CCCCC3)C1(CC(=O)O)N)C(NC(=O)N)N,-6.8,257.1089670658112
691,c1c(F)ccc(C(NC(=O)OC2c3c(cc(CNS(CC4CC4)o3)C2)C)C)c1,-6.8,148.47548627853394
472,CN1C(=O)CCc2(CCN(S(=O)(=O)CCC)CC2)Cc2cc(F)ccc21,-6.8,159.62984800338745
477,c1cc2c(cc1Nc1c3c(ccc(Cl)c3c(cc1F)Br)Br)CC2,-6.8,124.38849782943726
774,FC(F)(F)C(=NC(=O)NC(C(C)C)C(Cc3c(C)ccc(F)c3)N)O,-6.8,223.19697761535645
112,O=C(NNc1ccc(Oc2ccc(C)cc2C)cc1)c1ccccc1,-6.8,162.1828122138977
492,C1C2(CNC(NS(=O)(=O)C)CCCCC2)CCCCC1,-6.8,144.35462522506714
557,c1nc2c(c3ccc(N)cc3NC(=O)C3CC3)CCCC2n1CC(=O)O,-6.8,173.61312556266785
506,C(O)(c1cc(Cl)c(F)c2ccc(C)cc12)C(NC(C)(C)C)=O,-6.8,136.04775857925415
5,C1OCC2CCC(CCNS(=O)(=O)c3c(=O)n(C)ccc3)CC2C1=O,-6.8,142.42030692100525
524,c1cc(NS(C)(c2ccc(N)cc2)C(C)C)ccc1N1CCOCC1=O,-6.8,186.74330878257751
173,c1ccc(-c2nc3nc(C(NC(=O)NCCO)C4CC4)ccc3s2)cc1,-6.8,183.4374713897705
189,c1cc(CC(NC(c2ccccc2)C(=O)Nc2ccccn2)=O)ccc1Cl,-6.8,199.28181838989255
1069,c1(CN2CC(CCC(=O)O)(c3ccc(Cl)cc3)CN2)CCccc1Cl,-6.8,184.14131593704224
102,C(CN(CC(C)C)C(c1ccccc1)c1ccccc1)NC(=O)N1CCCC1,-6.8,140.3446397781372
180,Fc1ccc(S(=O)(O)=O)c(-c2cc3c(c(O)c2)CS(=O)(=O)NC3)c1,-6.8,185.8051779270172
82,c12c(c1)c(-c1c(=O)[nH]cc(S(=O)(=O)NC)c1)cc(C(=O)O)n2Cl,-6.8,148.86402130126953
998,C(c1ccc(NS(=O)(=O)c2ccc(C(=O)NC)s2)cc1)O,-6.8,141.5058937072754
645,O=C(O)c1cc(ccn1)C(=O)C(Cc1sccc1)NC(c1ccccc1)C(=O)N,-6.8,190.563503742218
337,C1CCC2OC1c1ccc(NC(=O)Nc3c(F)cccc3Br)cc12,-6.8,135.22794842720032
267,C1N(c2ccc(NC(N)=O)cc2)C(=O)Nc2ccc(N)cc21,-6.8,173.24079704284668
422,c1cc(F)ccc1CNC(=O)C1CC2CCCC(C1)C2=O,-6.8,137.54627013206482
612,c1ccc(-c2cn3c(=O)cc(Cl)c(C(=O)O)cc3n2)cc1Br,-6.8,136.98533940315247
48,c1cc(-c2c(C(O)=O)n[nH]c2C(O)=O)sc1NC(=O)c1ccc(F)cccc1,-6.8,191.6741282939911
50,C1CCCC(c2c3cc(N)c(=O)n(C)c3n(CC3CC3)c2-c2ccc(F)cc2)c1,-6.8,178.7996461391449
978,O1CC2CCCC(C1)N2c1c(O)ccc(N2CCC3(CC2)OCCC3)n1,-6.8,147.5639488697052
970,c1c(-c2c(F)cccc2)c(C(O)=O)cc(C#CC2CCC2)c1C(=O)O,-6.8,202.74321913719177
820,C1[C@H](C(Nc2c(F)cccc2)c2ccccc2)C(NC(NC(C)C)=O)NCC1,-6.8,195.4620430469513
566,c1cc(S(=O)(O)C2=CS(=O)(=O)c3cccc(NS)c32)ccc1,-6.8,178.83941626548767
992,OCc1ccc2c(Oc3c(F)cccc3)cc(=O)n(Cc3ccc(F)cc3)c2c1Cl,-6.8,201.4080536365509
155,O=S1(=O)N(C)C(C2=NS(=O)(=O)c3c(Cl)cccc32)=C(O)c1,-6.8,115.82380771636964
79,C1C2CC(c3ccc(F)cc3)CC(C(=O)NC(C)(C)C)C2=CCC1,-6.7,134.9122884273529
132,O1CC(c2c(=O)n(CC(Nc3ccccc3)=O)oc2C(=O)O)OC(O)C1,-6.7,187.0618064403534
98,O=C(O)c1cc(NS(=O)(=O)c2ccc(C)cc2)c(OC)cc1,-6.7,133.07187938690186
526,FC(F)(F)c1c(-c2cccc(N)c2)ccc2cc(Cl)ccc12,-6.7,162.69082236289978
541,c1ccc2c(-c3cncc(C(C)(C)O)c3)n[NH]c2c1C(O)=O,-6.7,112.12423896789552
518,O=C(c1cc(CN2CCOCC2)c(-c2ccnc(N)c2)s1)C(NC(OC)C(F)=O)=O,-6.7,220.31300115585327
47,c1c2c(c(C(=O)NC(C(O)C(NC)=O)Cc3ccccc3)c1)c(Cl)cn2,-6.7,143.1944932937622
845,c1cc(-c2c(CC)c3nccc(-c4c(F)cccc4)c3[nH]2)ccc1,-6.7,130.31505584716797
746,C1C(O)(c2ccc(NC(C(F)(F)F)=NC(C)(F)F)cc2)COCCc1,-6.7,189.4090440273285
817,Fc1cc(Oc2c(Br)ccc(C(=O)NC)c2)cc2c1CNCC2,-6.7,135.24319124221802
107,O1C2=NS(=O)(=O)c3ccc(Cl)cc3N1C1=C(CC1)C2=O,-6.7,116.1950113773346
870,C1CC1c1c2c(cccc2)c(-c2ccccc2F)n(Cc2ccccn2)c1=O,-6.7,161.19436526298523
570,c1cc(F)c2c(c1)c(-c1c(F)cccc1)c(C(=O)O)cc2,-6.7,121.42941999435423
766,c1(-c2c(CCc3ccc(Cl)c(F)c3)cc(CC(=O)O)n2Cc1)O,-6.7,185.40824222564697
586,c1(CN2C(=O)C(NC(N3CCOCC3)=O)Cc3ccc(C(=O)O)cc32)C(=O)C1,-6.7,160.01689624786377
773,c1cccc(CC(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)=O)ccc1,-6.7,156.77780628204346
427,c1cc(-c2sc(-c3c(F)ccc(C)c3)c(C(N)=O)c2Cl)ccc1Cl,-6.7,145.022944688797
466,c1ccc2cc(C(=O)O)ccc2c1NCC(C(C)C)N1CCCCC1=O,-6.7,138.34061574935913
456,FC(F)(F)c1ccncc1CNc1nn(C(=O)N2C[C@@]2C)cc1,-6.7,175.2501082420349
809,C1(C(O)=O)OC2(CCC3CC2C(C)CCN3)Cc2ccccc2C1=O,-6.7,179.671128988266
388,c1(O)ccc(C(F)(F)F)c(F)c(CCc3c(F)cccc3)cc1C(=O)O,-6.7,163.73212957382202
515,c1cc(Oc2cc(-c3cc(N(CC)C)cc(C)c3)ccc2)sc1C(O)=O,-6.7,148.1148910522461
61,C1C2(CNC(=O)C3CCC(O2)=CCC3)CC(C(=O)N2CCOCC2)C1,-6.7,103.94721150398254
363,O=C(O)CNCC(=O)N1CCOCC1c1c(CN(C)C)c2c(O)cc(F)cc12,-6.7,224.47104954719543
957,N(C(C(=O)C)Cc1ccc(F)cc1)C(C)(C1CC1)C(Cc1sccc1)N(N)C,-6.7,177.26291584968567
644,c1(N2CCC3(C(=O)NCC3)S(=O)(=O)c3cc(F)ccc32)ccc1Br,-6.7,129.01121759414673
619,c1cccc(Cn2c3c(ccc2(C(=O)O)CC(O)=NC(O)=O)O3)c1Br,-6.7,243.5917775630951
153,OC(=O)C(Cc1ccc(O)cc1)N1Cc2ccccc2C(C(O)=O)C1=O,-6.7,199.04703879356384
242,C1C(C2=C(C(O)=O)[C@H](C(=O)Nc3cc(N)cc(Cl)c3)CS2)=CCCCC1,-6.7,190.6094176769257
150,O=C(c1ccc2c(Oc3ccc(Br)cc3)cc2c1)O,-6.7,125.424058675766
222,c12ccc(Br)c(-c3c(F)ccc(Cl)c3)c1C1=NS(=O)(=O)cc21,-6.7,112.36506819725037
621,O1CC(C(=O)NCCc2cccc(NC(C)(C)C)c2)Nc2ccccc21,-6.7,149.48941445350647
247,c1cccc(-c2c(-c3ccccc3)c(C(=O)O)c3c(n2)cccc3)c1Cl,-6.7,162.5634925365448
624,c1(N)=CcOcc2c(-c3ccccc3)c(Cl)nccc2C1=O,-6.7,118.06342911720276
625,CC(C)c1cc2c(=O)[nH]c(-c3ccc[nH]c3=O)c(-c3ccccc3)c2n1C,-6.7,167.46893048286438
250,C1C(NC(Nc2cccc(Br)c2)CC(=O)NC)=NS(=O)(=O)c1,-6.7,134.80683398246765
628,CNc1c2cc(C3=NS(=O)(=O)c4c(=O)[nH]ccc4N3C(=O)NC)c2c1,-6.7,156.9802451133728
84,N1(c2cccn(CC(C)C)c2=O)S(=O)(c2c(O)ccc(Cl)c2)CS(O)C1,-6.7,199.0085937976837
1047,c1ccc(-c2nc(-c3c(F)cccc3)cs2)c(C(=O)O)c1,-6.7,138.4229974746704
1062,CN1S(=O)(=O)c2ccc(F)c(C)c2C[C@](C2=CC=CC2=O)O1,-6.7,160.9245407581329
941,c1(N2CCC3(C(=O)NC4CC4)CCCCC3C2)cc2oc(NC)cc12,-6.7,174.4703550338745
331,c1cc(Oc2cc(C(=O)NC)ncc2)ccc1NS(=O)(=O)CC(=O)O,-6.7,159.89453721046448
192,N1C(=O)C(Cc2ccc(F)cc2)Nc2ccccc2C1=O,-6.7,125.26632022857666
654,c1cc(-c2cc(N(Cc3c(F)cccc3)C)c(C)s2)ccc(C(=O)O)s1,-6.7,153.5131797790527
653,c1(-c2ccc3c(c2)CS(=O)(=O)N=C3)ccc1Cl,-6.6,91.2059519290924
686,c1cc(Oc2ccc(NC(C)(C)C)cc2)c2c(c1)c(CC)ncc2,-6.6,132.56723976135254
154,c1ccc2c(c(-c3cc(NC4CC4)c(C)s3)n2CC(O)C2CC2)cn1,-6.6,181.28190302848816
238,C1CCCCCC1C(c1c(=O)[nH]ccc1)OCc1ccccc1NS(C)(=O)Cl,-6.6,168.25670099258423
279,c1c(S(=O)(=O)NC2c3cc(N(CC)C(=O)NCCNC)ccc3CN2)cc1,-6.6,191.7311923503876
574,c1ccc2c(c1)c(Cl)c(F)cc2NS(=O)(=O)Cc1ccc(O)cc1,-6.6,141.46060490608215
176,c1c(CC)cccc1S(=O)(=O)Nc1cc(C2CCCCC2)sc1C(=O)O,-6.6,176.07777547836304
812,c1c(NS(=O)(=O)c2ccc(C(NC)=O)cc2)CCC(=O)O1,-6.6,130.54141402244568
265,C1NC(c2c(NS(=O)(=O)c3ccccc3)c3c(cc2)cccc3)NC1=O,-6.6,182.6671476364136
20,C1CN(c2cc3c(cc2F)CS(=O)(=O)N3c2c(C)cccc2)CC1,-6.6,149.398912191391
915,O=C(NC(F)(F)F)c1sc(-c2ccc(C)c(Cl)c2)cc1,-6.6,124.8410143852234
415,c1(N)cc2n(Cc3sc(C)c(C(=O)NCCO)c3)cc(O)c(Cl)c2c1,-6.6,186.58402276039124
568,c1ccc(N)cc1Cn1c2c(cccc2)CC[nH]c1=O,-6.6,130.0108323097229
1004,c1cc(F)c(Cn2c(C#CCO)cc3c(C)nccc3c2=O)cc1NC(=O)O,-6.6,249.71275281906128
420,Fc1cc2nc(CC3CC3)n(-c3ccccc3)c2c2c1CC(=O)NCC2=O,-6.6,161.864403963089
610,c1cc(-c2cc3nc(C4CC4)c(CCO)cc3s2)ccc1C(O)C(F)(F)F,-6.6,190.671439409256
465,C1CC1c1ccc(Cn2c3c(cccc3)n(Cc3ccc(=O)[nH]c3)c2=O)s1,-6.6,138.27596354484558
914,O=C(c2ccc[nH]c2=O)C(Cc1ccccc1)NC(=O)C1CCCCC1,-6.6,129.1205928325653
233,CN1CCC(CN2C[C@H](Cc3c(F)ccc(F)c3)C[C@]c2=O)CC1=O,-6.6,156.75937414169312
179,CCc1sc(-c2ccccc2F)cc1C(=O)NCc1cccc(OC)c1,-6.6,148.23171424865723
1087,s1c(-c2c(N3CCC5CCCCC5(C)C3)cccc2)ccc1Cl,-6.6,103.6574010848999
715,C1Cc2c(cccc2CN(Cc2ncccc2)c2c(C)c(C(=O)O)sc2)S1,-6.6,152.00124287605286
1073,N1C(=O)c2c(cccc2C(F)(F)F)Cn2c(=O)n(C)cc21,-6.6,104.87395453453064
1071,c1cc(Oc2cc(C(=O)O)cc(CC(NC)=O)c2)ccc1NC(C)=O,-6.6,155.52553367614746
530,OC(=O)C1(C(F)(F)F)OCc2cc(-c3cccc(Br)c3)sc21,-6.6,170.04900217056274
700,c1(-c2c(C3CCCCC3)scc2-c2c(Cl)ccc(C)n2)c(C(O)=O)N1,-6.6,195.6155014038086
172,O=S(c1ccc(B1)C(C)C(N1CC2CC1Cl)C(=O)N2CS(C)(=O)=O)C,-6.6,0.052250862121582
194,c1(F)cc(-c2c(C(O)=O)c(C(=O)O)c3c2ccc(Cl)cc3)c1Br,-6.6,162.11755847930908
171,c1c(Oc2ccc(C(=O)NS(=O)(=O)N(C)C)cn2)ccc(Cl)c1,-6.6,171.60083651542664
747,N1C2(CC(O)=O)Nc3cccc(c3)c3c(=O)ncc(c3N2C(CCC(CC)N)C)c1,-6.6,239.07313323020932
695,N(C(=O)c1cc(-c2ccccc2)sc1C(C)C)C(=O)NC(=O)NCc1ccccc1,-6.6,211.9878196716309
208,N1(C(=O)Nc2c(=O)n(C)cc(N)c2)CCc2c1ccccc2=O,-6.6,146.4852328300476
642,O=C1N(C2=CS(=O)(=O)c3cc(C4CC4)c(Cl)cc3N2)CC(O)=S1,-6.6,141.85973000526428
500,c1cc(F)ccc1CN1CCN(c2c(F)cccc2)CC1=O,-6.6,195.43243145942688
497,N1CC(CC(=O)NS(=O)(=O)C)Cc2cccc(Cl)c21,-6.6,138.4330697059631
58,c1cc(NS(=O)(=O)c2ccc(N)cc2)cc(C(=O)O)c1,-6.6,165.04675006866455
1025,C1(C(=O)NC(=O)NCC(=O)N2CCOCC2)c2cccc(F)c2C(Cl)c1,-6.6,151.53347396850586
771,C1C(c2ccc(F)cc2)OCC(=O)N1Cc1scc(C(=O)O)c1,-6.6,139.4799041748047
474,C(c1cc(C)ccc1)C(CN1CC2CC3CC(C2)CC1C3)O,-6.6,121.10959100723268
1012,CNC(C1CC2(C1)CC1(CC1)CC(NC(=O)NC1COCCC1)=N2)=O,-6.6,172.25070142745972
795,c1cc(F)cc(-c2c(N3CCC4(CCCC4)C3)ccc(C(=O)O)c2C(=O)O)c1,-6.6,218.4899890422821
483,C1C2(CCNc3ccc(C(F)(F)F)c(CNC)c3)CC(C(=O)O)CC2c1,-6.6,188.38047742843628
548,FC(F)(F)c1cc(-c2cccc(N(S(=O)(=O)C)F)c2)ncc1,-6.6,118.20097374916077
306,c1ccc(CC(NC(=O)N2C(C)C3CC(O)CCC32)C(C)(C)C)c(Br)c1,-6.6,157.18932342529297
603,c1cc(C)c2cc(C(N(C(NC)=O)C)=CC(O)CC)ccc2c1CCl,-6.6,144.4009306430817
940,c1(S(=C)(=O)Cc2c(F)cccc2)cc(S(=O)(=O)O)c1Nc1ccccc1,-6.6,164.67536997795105
657,c1(N2CC(O)CC2)ccc(S(=O)(=O)Oc2ccccc2)c[C@]c1,-6.6,128.68478417396545
38,c1ccn(Cc2c(C(O)=O)nccc2)c1NC(=O)c1ccc(C)c(F)c1,-6.6,166.2506127357483
80,c1cc(F)ccc1CN(c1ccc2c(c1)NC(=O)CnO2)C(Cc1ccccc1)NC,-6.6,173.98092198371887
585,C1(=O)N(C)C(C(=O)NC(C)(C)C)(CC(O)CN(C3CCOC2=O)Sc3cnc2)c1,-6.6,169.85938811302185
376,O=S1(=O)C(Cc2ccc(F)cc2)Nc2ccccc21,-6.6,127.02253913879396
675,C12CCCCC1C(Cl)(C1=CN(Cc3ccc(Br)cc3)C2=O)c1,-6.6,122.91424536705016
375,CNC(=O)c1ccc(S(=O)(=O)Nc2ccc(C(O)=O)cc2)cc1,-6.6,168.80484199523926
875,c1cc(F)cc(CC(NC(O)CN2CCCNC2=O)C(O)=O)c1,-6.6,197.62321162223816
93,CNc1nn(C(C(=O)Nc2ccc(cc2C)NC(=O)O)C(C)C)nc1,-6.6,153.31663036346436
145,C(N)(C(Cc1ccccc1)c1ccccc1)CC(C(=O)O)N1C[nH](C)CC1,-6.6,187.70643782615664
152,N1C(O)N(Cc2ccc(O)c(Cl)c2)C(=O)C2(CCCCC2)S1(=O)=O,-6.6,142.88828706741333
312,c1cc(CCO)c(C(F)(F)F)cc1S(=O)(=O)Oc1cc(C)sc1,-6.6,142.0314860343933
328,N(C(C1CC1)C(=O)N1C[C@](C)C(C(c2ccccc2)=O)=O)C1=O,-6.6,135.17434453964233
658,c1cc(c(Cl)c(F)c(C(NC(=O)OC2CC2)CC(C)C)c1)=O,-6.5,129.2450258731842
10,C1CCC2(CN1)c1ccccc1C(C)(C1CC1)C(=O)OC2=O,-6.5,117.73422694206238
816,c1cc2oc(C(=O)O)cc2c2ccccc12,-6.5,87.31373453140259
243,N1CCN(c2nc3nc(C4CC4)ccc3s2)CC1=O,-6.5,116.78299617767334
930,c1(Sc2ccc(C(=O)NC)nc2)c(CN2C(=O)C3=C(C)CNC32)c(N(Br)F)c1,-6.5,181.24926495552063
708,c1c(NC(=O)C(C(O)CCC)=O)c2c(ccc(C(=O)NC)c2)S(=O)(CO)nc1,-6.5,188.31043481826785
803,OC(Nc1cc2oc(C(O)C(C)C)cc(N)(C(=O)N)c2cc1)=O,-6.5,189.46480894088745
909,Cc1c(CC(=O)OC)oc(C(Cc2ccccc2)NC(=O)c2ccccc2)c1,-6.5,159.29819989204407
529,C12CCCCC1CC(NS(=O)(=O)c1ccc(Cl)cc1)C2,-6.5,137.35579824447632
100,N(C(=O)NC(c1ccccc1)Cc1c(F)cccc1)CC(O)=O,-6.5,162.5075240135193
797,CS(=O)(=O)N(c1cccc(C(F)(F)F)c1C)C(=O)NS(=O)(=O)c1ccc1,-6.5,187.2139811515808
479,c1ccc2c(c1)N(S(=O)(=O)c1ccncc1)S(=O)(=O)CCCNC2=O,-6.5,159.58773756027222
13,C1CC2CCC(c3cc(C(F)(F)F)ccc3C2)CC1,-6.5,103.58641719818117
230,O=C(NC(C(NC(CN1CCOCC1)CCc1ccccc1)O)N(C)C)CC(C1NO1)CC,-6.5,240.093474149704
779,c1c(C(=O)O)c(Oc2c(C)cc(F)c(NC)c2-c2ccc[nH]2)oc1Cl,-6.5,158.17108917236328
323,c1ccc(CC(NS(=O)(=O)Nc2ccc(N)c(C)c2)N2CCCCC2)cc1,-6.5,161.01421403884888
368,Fc1c(NC(C(OC)C(C)C)=O)c(C)cc(Br)c1-c1ccc(C)cc1,-6.5,147.013418674469
906,c1ccc2c(c(-c3c(F)cccc3)c(Cl)c(Cl)c2Br)c1O,-6.5,123.8527364730835
890,O=S(=O)(Nc1c(C(F)(F)F)cc(-c2ccc[nH]c2=O)cc1)O,-6.5,145.267995595932
792,C1OCCN(Cc2c(C(=O)O)c3c(n2C)c(-c2ccc(F)cc2)ccc3)C1,-6.5,164.25973200798035
741,c1c(C)cccc1-c1nccc2c(Cl)cccc12,-6.5,110.73377346992493
690,N(C(=O)C1OC(=O)c2ccc(C)cc21)c1ccc(F)cc1Cl,-6.5,144.3712956905365
511,C(C(F)(F)F)C(=O)N1CCN(c2ccc(C(=O)NC)c(Cl)c2)CC1=O,-6.5,150.43369340896606
665,c1c(S(=O)(=O)O)cccc1NS(=O)(=O)c1ccc(C)cc1O,-6.5,133.2877814769745
119,FC(F)(C#CC(=O)N1CCN(C(=O)c2cc(Cl)cc(F)c2)CC1)F,-6.5,155.75832176208496
444,Brc1ccc(Cn2c3c(cc(C)c(C(O)CO)c3)C2)c(N)c1Br,-6.5,186.20839095115664
345,c1(-c2c(F)ccc(Cl)c2)c(Cn2c3c(cccc3c2=O)Br)cc1,-6.5,124.26112341880798
120,OB(c1cc(CC(NC)CCC(C)C)ccc1O)c1ccc(=O)[nH]n1,-6.5,0.0559372901916503
304,O1C(F)(F)c2ccccc2C1Nc1c(Cl)ccc(C3CC3)c1,-6.5,119.14112377166748
441,FC(F)(F)c1c(N)cc2c(c1)C(=O)CnOS2(=O)=O,-6.5,157.9038531780243
156,c1cc(-c2c(C(C)C)c3c(n2Cc2ccc[nH]c2=O)cccc3)ccc1,-6.5,145.83241868019104
496,N(c1ccc(Oc2ccc3c(N)cc(=O)n(C)c3c2)cc1)=O,-6.5,157.41059565544128
