,can,score,time
290,c1cc(NS(c2ccc(F)cc2)C(O)C(CCc2ccccc2)O)on1,,
291,O=C(NN(c1ccc(C)cc1)C1CCC23CC2CCN3C(CCNC3=O)Cl)C3Cc1,,
292,CS(=O)(=O)N(Cc1ccc(Br)cc1)C(Cc1ccccc1)C(=O)O,,
293,c1(Cl)c(Cn2cc(CCC3CCS(=O)(=O)NC3)ccc2=O)cc1Br,,
294,C(OC(=O)NC(NC(c1c(O)cccc1)C(C)C)C1CC1)=O,,
295,CN1C(=O)c2ccc(O)cc2C1(C)C(C)3C(c1ccccc1)N=S3(C)CCl,,
296,O1C2C(NS(=O)(=O)c3ccc(N)cc3)CC2Sc2ccc(CN)cc21,,
297,c1cc(Oc2c(C(C)=O)nccc2)ccc1Cl,,
298,S(=O)(=O)Nc1cc(C#CC(C)(C)C)ccc1C1CCC(O)CC1,,
299,c1cc(NS(=O)(=O)c2ccc(CC)s2)cc2c1S(=O)(=O)OC2=O,,
300,C1C(c2nccc(C#CCC(=O)OC)c2)=C(O)[C@H](C2CC2)CC1=O,,
301,c1(CN2CCC3(N(c4cccc(C)c4)CC2)NC(=O)C3)ccc1Cl,,
302,c1(N2C[C@@H](CC(C(=O)O)Cc3ccccc3)CC2)c(Cl)cccc1Cl,,
303,c1c(CC)scc1-c1c(CC(=O)O)n(Cc2cccc(Br)c2)cc1,,
304,O1C(F)(F)c2ccccc2C1Nc1c(Cl)ccc(C3CC3)c1,,
305,C(C=O)(CCCN1C(C)COCC1CN1CC2CCC1(C)OS(=O)=O)CC2=O,,
306,c1ccc(CC(NC(=O)N2C(C)C3CC(O)CCC32)C(C)(C)C)c(Br)c1,,
307,C1C(c2c(Cl)cccc2)Nc2ccccc2C(O)=NS1,,
308,c1cc(F)ccc1CN1C2(CCN(c3c(F)cccc3)C2=O)CC1=O,,
309,O=C(O)c1ccc(-c2ccc(CC(F)(F)F)s2)cc1,,
310,Fc1c(Oc2ccc(CNC)s2)c2c(c1)c(C)c(=O)n2Cc1cccc(F)c1CC,,
311,O1C(CC)CCC1Cc1c(=O)nc(N)[nH]c1NC(Cc1ccccc1)=O,,
312,c1cc(CCO)c(C(F)(F)F)cc1S(=O)(=O)Oc1cc(C)sc1,,
313,c1cccc(CC(=O)NC2c3c(cccc3)S(=O)(=O)N2C2CC2)c1,,
314,CNC(c1ccc2c(c1)NC(=O)CnO2)C(C)C(c1ccc(F)cc1)N(c1cCC1)CC,,
315,c1(CC(NC)(C(=O)N2C[C@H]3CCC(O)=CCC3)CC2)ccn1,,
316,FC(F)(F)c1sc(-c2ccc(C(O)=O)c(C)c2)c(C2CC2)c1C(O)Cl,,
317,FC(F)(F)c1cccc(Cn2c3cc(F)ccc32)c1,,
318,c1cc(NS(=O)(=O)c2c(C)cccc2)cc2occc12,,
319,C1C(CCn2c(C(F)(F)F)nc3c(c2C(=O)NC)cc(-c2ccccc2)c3)CC1,,
320,CN(C(CO)Cc2ccc(F)cc2)C(c1ccccc1)=O,,
321,c1cc(S(=O)(NC(=O)OC2CCOCC2)C(O)CC(C)C)c2ccccc2Cc1,,
322,c1cccc(C)c1CC(NC(=O)Nc1cc(C)cc(Br)c1)SCl,,
323,c1ccc(CC(NS(=O)(=O)Nc2ccc(N)c(C)c2)N2CCCCC2)cc1,,
324,Fc1cc2ccc(C(F)(F)F)c(-c3ccccc3)c2[C@]1,,
325,c1cccc(CC(NC(=O)N2C[C@]([nH]2)C(CCC(=O)OC)=O)c1Br)Cl,,
326,c1cc(CN2CCC3(NC(=O)C4CC4)CCC(O)C3C2)ccc1C(=O)O,,
327,c1ccc(CC(NC(C)=O)C(F)(F)F)s1,,
328,N(C(C1CC1)C(=O)N1C[C@](C)C(C(c2ccccc2)=O)=O)C1=O,,
329,c1cc(-c2c(Cl)c3cccc(Cl)c3n2Cc2cc(C)ccc2)sc1,,
330,c1ccc(CC2(C(O)=O)CS(=O)(=O)c3n[nH]cc32)cc1Br,,
331,c1cc(Oc2cc(C(=O)NC)ncc2)ccc1NS(=O)(=O)CC(=O)O,,
332,C1CCCOCC1c1c2c(ccc1)cc(C(F)(F)F)n2Cc1ccccc1,,
333,C12CC(CC(O)=C(NS(=O)(=O)N1)N(Cc1ccccc1)CC(=O)NC2=O)=O,,
334,c1(F)c(F)c(C(c2ccccc2)N2C[C@H]([C@@H](C)C)CC2)c1Br,,
335,OC(C)(F)C(NC)C(=O)OCc1ccc(C(=O)NC(=O)N)cc1,,
336,N1(S(=O)(=O)c2ccccc2Cl)C(O)=C(O)C1,,
337,C1CCC2OC1c1ccc(NC(=O)Nc3c(F)cccc3Br)cc12,,
338,C1NOC2(CCN(S(=O)(O)=O)CC2)C(=O)OS1,,
339,c1ccc(Oc2c(C(CC)(C)C)c3ccc(C(=O)O)cc3[nH]c2=O)cc1Br,,
340,O1C2CCCC1CC(C(Cc1ccccc1)C(=O)O)C2,,
341,c1cc(C)c(F)c(CC(C(C)=O)CC(O)CN2CCOCC2)c1,,
342,CNC(=O)c1ccccc1NC(c1cc(C(F)(F)F)ccc1Br)=O,,
343,c1(CNc2c(C(O)=O)c(-c3cncc(N)c3)n3c(=O)cccc13)cncc2Cl,,
344,O=S(=O)(O)Cc1ccc2sccc2c1C(=O)NC(C)(C)C,,
345,c1(-c2c(F)ccc(Cl)c2)c(Cn2c3c(cccc3c2=O)Br)cc1,,
346,C1CC2(CCN(S(=O)(=O)c3cc(F)ccc3)C2)c2c(ccc(F)c2C)C1,,
347,CN1[C@](C(=O)NC(c2ccccc2)C(=O)Nc2ccc(Br)cc2)CC[C]1,,
348,Fc1ccc(-c2cc(C(=O)NC)c(C(=O)O)s2)s1,,
349,Nc1ccc(NS(c2cccnc2)S(=O)(=O)c2cc(C)ccc2)cc1,,
350,c1(-c2sc3cccc(C)c3c2C(F)(F)F)c(C(=O)O)s1,,
351,Fc1ccc2c(Oc3ccc(Cl)c(C(=O)O)c3)c(Cl)ccc2c1Cl,,
352,c1cccc(-c2cc(NS(=O)(=O)c3ccc(C)cc3C)ncc2)c1Cl,,
353,c1cc(NC(=O)C(NC)C(CC2CCCCC2)=O)ccc1C(O)=O,,
354,c1ccc(c(Br)c1C(C(C)NC(=O)O)O)Cc1ccccc1,,
355,c1cc(Br)ccc1S(=O)(=O)Nc1ccc(C(O)C(F)(F)F)s1,,
356,O=C(NC12CC(C1)c1ccccc1S(=O)(=O)N2)c1cc(C(O)Cc1cc(F)C(F)cc1CC)C1,,
357,C1Nc2cc(F)ccc2CN(CC(=O)NC(C(NC(C)(C(C)C)C(C)C)=O)Cc(N)c1),,
358,O(CC12CC3CC(C1)CC(C2)CC(C(O)=O)(C3)CC2)C2(F)F,,
359,B1CCCCCC1Cc1ccc(C(O)=O)s1,,
360,CC(C)(C)CC(=O)N1Cc2c(cccc2C#CCO)C(=O)C1C,,
361,C1C2CCC(c3c(N4CCC5(CC4)CCNC5=O)CC3)CC2CC1Cl,,
362,c1ccc(S(N2C=O)c3c(OC)c(C4CCC4)ccc3S2(=O)=O)cc1Br,,
363,O=C(O)CNCC(=O)N1CCOCC1c1c(CN(C)C)c2c(O)cc(F)cc12,,
364,Cc1ccc(cc1)S(=O)(=O)C(=O)Nc1c(F)c(F)ccc1C(=O)O,,
365,N(C(C(C)C)=O)C(Cc1ccc(F)cc1)OC(c1c(O)cccc1)=O,,
366,c1ccc(CNC(=O)CO)cc1CC(=O)N1C[C@@H](C(CC)COc2cnn(Cc2)C)c1,,
367,OCc1ccc(S(=O)(=O)O)c2cc(C)ccc12,,
368,Fc1c(NC(C(OC)C(C)C)=O)c(C)cc(Br)c1-c1ccc(C)cc1,,
369,c1c(-c2c(Br)=C(c3ccc[nH]c3=O)[nH](F)c2Cl)ccc(=O)s1,,
370,C1CC(=O)N(Cc2cc(CC(F)(F)F)c(C)s2)CCC1,,
371,C1C2CC(C(C(=O)NC(C3CC3)=C)Nc3ccccc32)CCC1CCO,,
372,C(Nc1ccccc1)(c1c(-c2c(F)cccc2)cc(CC(=O)O)s1)=O,,
373,c1cc(F)ccc1-c1cc(CN(CC(C)C)C)c(C(=O)O)s1,,
374,O=C(c1cc(c(-c2cccnc2)s1)N(C)c1cccc(Br)c1C)O,,
375,CNC(=O)c1ccc(S(=O)(=O)Nc2ccc(C(O)=O)cc2)cc1,,
376,O=S1(=O)C(Cc2ccc(F)cc2)Nc2ccccc21,,
377,c1(F)ccc1CN1CCNC(=O)CC1C(=O)NC(=O)Nc2ccccc2CC(F)F,,
378,c1c(Br)c(CCC(O)=O)cc(N)c1CC(Cc1ccccc1)Cl,,
379,c1c(C)c(F)ccc1-c1cccc(CNC(=O)OC2CNC(=O)C2)c1,,
380,c1ccc2sc(NC(=O)c3cc(N(CC)C)ncc3)nc2c1C(CO)=O,,
381,C1C(=O)NC(CC(=O)N2C[C@@H]3CCCCC3[C@@H](C)C2)C1,,
382,N1CCOC2C(NC(=O)c3ccc[nH]c3=O)C(O)=NC2C1,,
383,c1cc(F)cc(CNC)c1N(Cc1ccc(Br)cc1)CCSCl,,
384,N(C(=O)c1cc(-c2c(=O)[nH]c(NC3CCC(C)CC3)cc2)sc1S(=O)CC)C,,
385,c1(Cn2cc(C(O)=O)c(C(c3ccccc3)NC(=O)N)c2Cl)ccn1,,
386,O=C(CCC(C)C)N(Cc1cccc(O)c1)S(c1ccc(Br)cc1)F,,
387,N1(c2cccc(Br)c2)ccc(Br)c1C1CC1,,
388,c1(O)ccc(C(F)(F)F)c(F)c(CCc3c(F)cccc3)cc1C(=O)O,,
389,C1C(C)CC(c2cc3c(cc2)NCCO3)N(S(=O)(=O)c2c(cccc2)C)C1,,
390,c1ccc(CC(NC(=O)OC23CC4CC(C2)CC(C)(C4)C3)=O)cc1Br,,
391,C1CN(c2nc3c(s2)cc(F)cc3)C2(CCCC2)C1,,
392,FC(F)(F)Oc1ccc2c(OC)cc(-c3ccc4c(c3)NC(=O)C4)c(N)cc2cc1Cl,,
393,c1ncc2c(NC[C@@H]2)nccc2ccc(F)cc12,,
394,C(C1(c2ncc(C(O)=O)s2)c2cccc(Br)c2)CC1,,
395,c1ccc(Oc2c(CN(S(=O)(=O)C)C)cncc2)cc1Br,,
396,c1cc(Oc2c(C(=O)O)oc3sc(C4CC4)cc23)ccc1C(O)=O,,
397,C(c1ncc2nc(C(F)(F)F)cc(Cl)c2c1)C1CC1,,
398,CC(C)CN1C(=O)c2ccccc2NC(=O)C12CCCC(C(O)=O)C2=O,,
399,FC(F)(F)c1ccc(CNc2ccc3nc(C(F)(F)F)ccc3c2)s1,,
400,c1cc(Nc2c(N)ccc(CC(=O)C(NC)CC)c2C(C)C)ccn1,,
401,C1CC1c1cccc(c1)S(=O)(=O)Cc1c2c(c(C(=O)O)c(Cl)ccn2)[nH]1,,
402,c1ccc(CC(O)=NS(=O)(=O)c2ccc(N)cc2)c(-c2ccn(C)c2)c1,,
403,Fc1cccc(-c2c(C(=O)NC)n(Cc3ccn4cncc4c3)cc2)c1,,
404,O1C2CC(C)(C(CCN(C)O)CC2)OCc2c(F)cccc21,,
405,c1c(NCCc2ccccc2)cccc1S(=O)(=O)Nc1ccccc1,,
406,c1cc(Oc2ccc(S(=O)(=O)NC)cc2)c2c(ncc(Cl)c2)c1,,
407,c1ccc(Br)c(-c2c(F)nc(NS(=O)(=O)C)s2)c1Br,,
408,CS(=O)(=O)N(Cc1ccccc1)C(=O)c1cc(F)c(CNS(=O)(F)F)cc1,,
409,CS(=O)(=O)NCc1sc(-c2ccc(Br)cc2)nc1,,
410,c1cccc(-c2cc(NC(c3ccc[nH]c3=O)CC3CC3)c(C(=O)O)s2)c1,,
411,O=C(O)C(C(NN1CCOCC1)O)Nc1cccc(O)c1,,
412,c1(-c2nccc3n(CC(O)=O)c(C(=O)O)c(C)c23)sc(Cl)cc1,,
413,C(O)c1cc(N)c(C(F)(F)F)cc1C(=O)c1ccnc(NC)c1,,
414,N1(C(F)(F)F)OCC2C(C(O)=O)C(Cc3cc(=O)[nH]cc3)NCC(C)N12,,
415,c1(N)cc2n(Cc3sc(C)c(C(=O)NCCO)c3)cc(O)c(Cl)c2c1,,
416,N(C(=O)c1c(N)n(CCC)cc1)c1ccc(C(NC(C)(C)C)C(C)C)cc1,,
417,c1(N2C(C(O)=O)[C@H]2N2CCOCC2)cccc(C)c1-c1ccc(F)1,,
418,C1CNC(C(Nc2ccc(C(NC)=O)cc2)C(O)=O)C1,,
419,C(=O)(OC(=O)c1(C(O)CNC(=O)Nc2ccc(Br)cc2)CN)C1,,
420,Fc1cc2nc(CC3CC3)n(-c3ccccc3)c2c2c1CC(=O)NCC2=O,,
421,c1cc(Oc2ccc(NC(=O)C)cc2)ccc1Cn1scnc1=O,,
422,c1cc(F)ccc1CNC(=O)C1CC2CCCC(C1)C2=O,,
423,C1C(=O)NC(c2ccc(C3CS(=O)(=O)c4cc(F)ccc4C3)s2)OC1,,
424,C1C2CCOC2N(c2nc3c(cc2)c(Cl)cc(Cl)c3)C1,,
425,c1c(NS(CCC)S(=O)(=O)C)c(-c2ccc(C(=O)O)s2)ncn1,,
426,c12c(cc(-c3cc4c[nH]cc4cc3)c(F)c(-c3ccc[nH]c3=O)c2)ccc1Cl,,
427,c1cc(-c2sc(-c3c(F)ccc(C)c3)c(C(N)=O)c2Cl)ccc1Cl,,
428,c1(N2CC(OC(C3CC3)CC2S(NC(=O)C2CC2)=O)N1)=O,,
429,c1(-c2c(Cl)ccc(O)c2)c2nc(-c3ccc[nH]c3=O)ccc1c2Cl,,
430,c1(Nc2c(NC)cc(Cl)cc2)sc(C#CCO)c(C(=O)O)c1,,
431,C1CN(c2c(F)cccc2C(=O)O)S(=O)(=O)c2ccc(Cl)cc21,,
432,C1C(c2c(N(S(=O)(=O)c3ccc(C)c(C)c3)c3cccc(Cl)c3C2)N)N1,,
433,C1(C)CCC(C(=O)O)(CC(NC(C(C)(C)C)=O)=C2CC2)CC1,,
434,N(C(=O)NCC(=O)NC1CC1)c1ccc(F)cc1CCC(=O)O,,
435,c1c(O)ccc(Br)c1Br,,
436,S(=O)(=O)N(CC(=O)NC)C12CC3CC(C1)CC(C3)CC2=O,,
437,O1CCN(CC(O)=O)C(CC)(O)CN(c2ccc(Cl)cc2Br)C1,,
438,CC1CCC(C)C(N2C=CS2(=O)=O)C1(C)C,,
439,O=C(NC(Cc1cccc(O)n1)Cc1cccc(Br)c1)O,,
440,O1C2CCC(C2)Nc2cc(NC3CCN(c4ccc(F)cc4Cl)CC3)ccc12,,
441,FC(F)(F)c1c(N)cc2c(c1)C(=O)CnOS2(=O)=O,,
442,c1ccc2nc(C(C(O)=O)c3ccc(C(=O)O)s3)c(C3CC3)cc2c1,,
443,C1CC1CNc1cc(NS(=O)(=O)C)ccc1C(C)CCCC1CC1,,
444,Brc1ccc(Cn2c3c(cc(C)c(C(O)CO)c3)C2)c(N)c1Br,,
445,c1c(Br)ccc2c(N)c(NC(C)=O)cc(N(CCC)C3CC3)c12,,
446,c1(Br)c2sccc2c1CN1C[nH](C(O)C2CC2)CC1,,
447,C(C1CC2CCCCC2(C2)CN(C(=O)c2cc(NC)ccc2)CC2=O)C1,,
448,c1nccc2c(c(C(=O)O)c1)cc(C(F)(F)F)c(S(N)(=O)=O)c2O,,
449,C1CCCCCC1CN1C(=O)c2cccc(Cl)c2S1(=O)=O,,
450,c1(C)cc(N2C(C(=O)O)S(=O)(=O)c3cc(Cl)ccc32)c1Br,,
451,c1(S(=O)(=O)Nc2cc(N)ccc2)cc(-c2ccccc2)c1C(O)=O,,
452,c1cccc(-c2cc3c(c(NC4CC4)n2)C(C)=CS(=O)(=O)N3)c1Br,,
453,C1CC1Cn1c(C(C)C(F)(F)F)c(C2CC2)cc1NC(=O)C(O)=O,,
454,FC(F)(F)c1cc(CS(=O)(=O)C)sn1,,
455,Fc1c2c(cc(N4CCC5(CC4)CCNC5=O)cc2)c(N1)Br,,
456,FC(F)(F)c1ccncc1CNc1nn(C(=O)N2C[C@@]2C)cc1,,
457,c1(C)cc(CNc2c(Br)n(Cc3ncccn3)cc2)c1Br,,
458,c1ccc(Br)c(NC(NC(=O)NC(C)c2ccc(F)cc2)=O)c1,,
459,C1(NC(N(c2scnc2-c3scnc3)C(C)C)=NC=O)C(=O)N1c1ccc1CCl,,
460,C(C(F)(F)F)(O)c1ccccc1CN(CCC)c1cc(O)ccc1Cl,,
461,Cc1S(c2cccc(F)c2)C(=O)Oc2ccc3ccccc3c2c1C(O)=O,,
462,c1ccc(CN2CC(=O)N(C(c3ccccc3)CC(C)C)CC2)cc1Br,,
463,c1cc(CC)c2c(c1)NC(=O)Cn1nc(C(=O)C3C(OC)CC3)c3c(C(F)c2c3N)N1,,
464,c1cc(NC(c2ccccc2)=O)c2c(c1)S(=O)(=O)C=CS2(=O)=O,,
465,C1CC1c1ccc(Cn2c3c(cccc3)n(Cc3ccc(=O)[nH]c3)c2=O)s1,,
466,c1ccc2cc(C(=O)O)ccc2c1NCC(C(C)C)N1CCCCC1=O,,
467,c1(N)c(Cn2c(C#CCO)c(-c3ccncc3)c3c(O)cccc23)cc1Cl,,
468,CN1C(=O)CN(C(c2ccccc2)CC3CCCCC3)S1(=O)=O,,
469,c1c(-c2c(Cl)cc(F)cc2)c3ccccc3n1Cc1ccccc1Cl,,
470,N1C(=O)CCN(C(C)(C)C)C(=O)c2ccc(-c3c(F)cccc3)cc21,,
471,c1(N2C(OC)(OCc3c(F)cccc3)C2)c(-c2ccc[nH]c2=O)cc1Cl,,
472,CN1C(=O)CCc2(CCN(S(=O)(=O)CCC)CC2)Cc2cc(F)ccc21,,
473,O1CN(c2nc3c(s2)c(-c2ccccc2)ccc3)C[C@]1,,
474,C(c1cc(C)ccc1)C(CN1CC2CC3CC(C2)CC1C3)O,,
475,c1cc(F)c(C(C(O)=O)CCC(O)C(N2(=O)C3CC3)CCCC2)cc1,,
476,CN1c2c3c(cc(-c4c(=O)n(CCO)c(c4)cc2=O)c(NCCO)C3)CC1O,,
477,c1cc2c(cc1Nc1c3c(ccc(Cl)c3c(cc1F)Br)Br)CC2,,
478,c1(F)c2c(c(-c3c(C)cccc3)n2CCC(=O)O)c(Cl)c1C(O)Cl,,
479,c1ccc2c(c1)N(S(=O)(=O)c1ccncc1)S(=O)(=O)CCCNC2=O,,
480,Cc1cc(CN2CCC(C(O)=O)=Cc3c(cc(C(C)C)n3C)C2)ccc1Br,,
481,c1cc(C)c(S(=O)(=O)NCc2c(F)cccc2C)s1,,
482,c1(-c2cc3ccc(Cl)cc3n(Cc3ccccc3)c2=O)c(C(=O)O)C(O)s1,,
483,C1C2(CCNc3ccc(C(F)(F)F)c(CNC)c3)CC(C(=O)O)CC2c1,,
484,c1cccc2c(c(-c3c(C)cc(C(=O)O)cc3C(=O)O)OS2)c1Br,,
485,O=C(O)C(OC(N2CCOCC2)=O)c1cc2c(O)cc(F)cc2n1CCO,,
486,c1(F)ccccc1C1(C(NC(=O)OC2CCOC2=O)CC1)CC(O)C(=O)N,,
487,N(c1ccc2c(NC(=O)C3CCC(=O)NC3)c[nH]c2c1)=O,,
488,CN1c2ccc(C3=CC(NCCO)=NS(=O)(=O)C3)c(C3CC3)c2SCS1=O,,
489,c1c(NC)c(C(C)=O)cc2c1n2Cc1ccccc1Cl,,
490,N1C(=O)C(C(O)=O)N(c2c(F)ncc(-c3ccc(F)cc3)c2)C1=O,,
491,O=C(c1cc(c(-c2cc(-c3ccc(F)cc3)ccc2)s1)O)O,,
492,C1C2(CNC(NS(=O)(=O)C)CCCCC2)CCCCC1,,
493,C(C)(C(C)(C)C)CNS(=O)(c1ccc(CC(O)C(O)CNC(C)N)s1)=O,,
494,Fc1(C(Nc2c(C)cccc2)=O)N(Cc2c(C)c(=O)n(Cc3ccccc3)cc2)nccc1,,
495,c1(-n2c3c(=O)[nH]ccc31)c1cc(C2CC2)cccc1N2c1cccc(Cl)c1,,
496,N(c1ccc(Oc2ccc3c(N)cc(=O)n(C)c3c2)cc1)=O,,
497,N1CC(CC(=O)NS(=O)(=O)C)Cc2cccc(Cl)c21,,
498,CC1CCC(CC1)NC(=O)c1c2c(cccc2F)c(-c2ccc(F)cc2)S1,,
499,C(c1cc(F)cc(C(O)=O)c1)c1ccc(N)c(F)c1C1CC1,,
500,c1cc(F)ccc1CN1CCN(c2c(F)cccc2)CC1=O,,
501,N1(C(=O)N(c2cccnc2)S(=O)(=O)CC(C)(C)C)CCCNc1,,
502,C(c1ccccc1)C(=O)Nc1c(Br)ccc(C(=O)O)c1Cl,,
503,CC(C)CCN(CCO)C(=O)C(N)c1ccc(-c2cc(CNC(O)=O)ccc2)cc1,,
504,c1cc(F)c2oc(-c3ccccc3)c(C(=O)O)c2c1,,
505,O=C(O)c1cc(NC(=O)COCC2CCCCC2)ccc1Br,,
506,C(O)(c1cc(Cl)c(F)c2ccc(C)cc12)C(NC(C)(C)C)=O,,
507,c12cc(-c3ccccc3CNC(=O)C[C@@H](C)C)c(C(O)CC2)s1,,
508,Fc1ccc(-c2c(C(=O)NC)n[nH]c2Cn2c(C)cccc2=O)cc1,,
509,c1(N2C(=O)N(Cc3ccn(C)c3)CC2)c2c(cccc2)c1Cl,,
510,Fc1ccc(CC(NC(C)=O)C(=O)NCc2c(=O)[nH]ccc2)cc1,,
511,C(C(F)(F)F)C(=O)N1CCN(c2ccc(C(=O)NC)c(Cl)c2)CC1=O,,
512,C(C(CC(F)(F)F)(F)F)c1c(F)c(F)cc(Cl)c1Cl,,
513,c1(-c2ccnn2CCO)ccc1Oc1ccc(C(=O)O)c(C(F)(F)F)c1,,
514,CC(C)CC(C)CNc1ccc2c(c1)c(=O)n(Cc1ccccc1)n2C,,
515,c1cc(Oc2cc(-c3cc(N(CC)C)cc(C)c3)ccc2)sc1C(O)=O,,
516,N(C(c1ccc(F)cc1)C(Cc1ccccc1)NC(C)(C)C)=O,,
517,c1(-c2cc(Cl)c(NC(=O)C3CC3)cc2)c(C(O)=O)s1,,
518,O=C(c1cc(CN2CCOCC2)c(-c2ccnc(N)c2)s1)C(NC(OC)C(F)=O)=O,,
519,c1(F)ccc2nc(-c3c(F)cccc3)c(C(=O)O)n(C)c12,,
520,c1cc(Oc2cc(C(O)=O)cc(C(=O)NC)c2)ccc1NC(=O)c1ccccc1,,
521,Nc1ccc(CC(=O)NC)c(c1)Cc1cccc2cscc12,,
522,C(=CN(Cc1ccccc1)c1ccc2c(c1)c(C1=O)c(Cl)cc2)CC1,,
523,c1c(OCC(F)(F)F)cc2oc(-c3c(F)cccc3)cc(NC(=O)CO)c12,,
524,c1cc(NS(C)(c2ccc(N)cc2)C(C)C)ccc1N1CCOCC1=O,,
525,c1(F)cc(CCN2C(C)CC[nH](C)C2)c(O)c(F)c1CCC(O)CCO,,
526,FC(F)(F)c1c(-c2cccc(N)c2)ccc2cc(Cl)ccc12,,
527,N1(C(F)(F)F)C(=O)OCc2c(Cl)cccc21,,
528,C(c1ccc(Cl)cc1C1(O)CS(=O)(=O)c2ccccc2)CCCC1,,
529,C12CCCCC1CC(NS(=O)(=O)c1ccc(Cl)cc1)C2,,
530,OC(=O)C1(C(F)(F)F)OCc2cc(-c3cccc(Br)c3)sc21,,
531,c1cc(CNCC2(C)COC2)ccc1S(=O)(CC(C)C)=O,,
532,c1c(C(C(F)(F)F)=O)c(C2=Nc3ccccc3S(=O)(=O)C2)ccc1,,
533,c1ccc(-c2nc(NC(C3CC3)CC3CC3)c(C(NC3CC3)=O)s2)nc1,,
534,c1c(C(NC(=O)Nc2ccc(C(N)=O)cc2)CCC(=O)Nc2ccccc2)cn1,,
535,c1ccc(-c2c3cc(Cl)ccc3c3c(=O)[nH]cc23)cc1CCC(=O)O,,
536,c1c(C)c(CC(C(O)=O)C(O)CC(O)CN2CCCNC2=O)c(-c2ccccc2)cc1,,
537,c1(N2CCC3(C(=O)NC4CCCC4)S(=O)(=O)NC(=O)N3C2)ccc1Cl,,
538,OC(=O)OCc1ccc2c(c1)B1OCc2c(cccc2)CN21,,
539,Fc1ccccc1C1(CNc2ccc(N)cc2)CC1,,
540,N(c1ccc(C(=O)O)c(-c2ccc(C#CC(=O)N)s2)c1)=O,,
541,c1ccc2c(-c3cncc(C(C)(C)O)c3)n[NH]c2c1C(O)=O,,
542,O=C(NC(C(F)(F)F)C(F)(F)F)c1cc(-c2ccc[nH]c2=O)sc1,,
543,c1(S(=O)(=O)C)cc2c1ccc(F)c2C(C)CC1CC1,,
544,O1CCCCC(NC(=O)OC23CC4CC(CC(C4)C2)C3)C1,,
545,c1cc(N(C)C)cc(S(=O)(=O)Nc2c(C(NC)=O)ccc(C(F)(F)F)c2CCO)c1,,
546,CC(C)CC1Nc2cccc(Br)c2CS1(=O)=O,,
547,c1ccc(Cn2c3cc(F)c(C)cc3ncc2=O)cc1Br,,
548,FC(F)(F)c1cc(-c2cccc(N(S(=O)(=O)C)F)c2)ncc1,,
549,O1CNc2c1cc(CC(C)C)c(=O)n2Cc1ccc(O)c(C(=O)O)c1,,
550,C[C@@H]1C[C@@](C)CN(C(=O)CC(O)c2ccccc2F)C1=O,,
551,O=S(=O)(NC(C(F)(F)F)C(F)(F)F)c1ccc(NC(C)=O)cc1,,
552,O=C(c1cccc(Oc2ccc(NC(c3ccc(=O)[nH]c3)=O)cc2)c1)O,,
553,C1CCCCCC1S(=O)(=O)NCc1ccc(CCO)c(F)c1,,
554,[nH]1c(=O)cc(NCc2cccnc2)n(-c2cccc(F)c2)c1=O,,
555,c1(Sc2scc3c2ccc(F)c3F)c(C(=O)O)sc1=O,,
556,C1(c2cc(Cl)c(NC(=O)C3CCC(=O)NC3)cc2)CCOC1,,
557,c1nc2c(c3ccc(N)cc3NC(=O)C3CC3)CCCC2n1CC(=O)O,,
558,C1(C2=C(C(=O)NC(C3CC3)C3C=CCOC3)C2)CCC(=O)O1,,
559,Brc1cc(Cl)c2n(Cc3ccnc(N)c3)ccc2c1Cl,,
560,c1c(-c2c(Cl)ccc(C(F)(F)F)c2)c(C)ccc1,,
561,c1cc2oc(-c3sc(C)c(C(F)(F)F)n3)cc2c(=O)n1CC1CCCC1,,
562,N(c1cc(C(N)=O)ccc1)C(F)(F)F,,
563,O=C(c1ccc(-c2ccc(C#N)s2)s1)OCc1cc(C)sc1,,
564,Nc1ccc(S(=O)(=O)N2C[C@@H](OC)c2C)cc1C(=O)O,,
565,c1cc(Br)c(C)c(c2c(N(C)C)ccc(CCO)c2)c1Cl,,
566,c1cc(S(=O)(O)C2=CS(=O)(=O)c3cccc(NS)c32)ccc1,,
567,O=C(NC(Cc1ccccc1)Cc1scnc1)Cc1ccccc1,,
568,c1ccc(N)cc1Cn1c2c(cccc2)CC[nH]c1=O,,
569,O1C2(CCN(S(O)(=O)=O)c3ccc(cc3N)CCC2)CC1,,
570,c1cc(F)c2c(c1)c(-c1c(F)cccc1)c(C(=O)O)cc2,,
571,C1(CCN2C(C(C(NC)=O)=O)CC2)C[C@H](C(=O)O)c1,,
572,c1cccc(OC)c1C(=O)N(NC(=O)c1ccccc1)CC(=O)Nc1ccccc1,,
573,N(C(=O)OCc1sc(C(C)(C)C)nc1)C1(c2sccc2)CCC1,,
574,c1ccc2c(c1)c(Cl)c(F)cc2NS(=O)(=O)Cc1ccc(O)cc1,,
575,CC(C)CCN1c2ccccc2C(N)CS1(=C)=O,,
576,c1c(N)c(Nc2ccc(F)cc2)c(F)c(CN2CCOCC2)c1C(C(NC)=O)N,,
577,C1C(CC(NC(O)CC)C2CCCC(NC)C2)CN(c2ccc(N)cc2)CC1O,,
578,CN1C(=O)C(Cc2ccc(N4CCOC4=O)cc2)c2ccc(Cl)cc21,,
579,c1cc(Cn2c(=O)c(-c3c(F)cccc3)ccc(C(NC)=O)c2=O)ccn1,,
